lesson_id,module_slug,subject,grade_band,total_linked_questions,flagged_linked_questions,blocked_linked_questions,generic_linked_questions,blocked_rate,all_linked_questions_blocked,reason_codes,flagged_question_ids,lesson_title
4521,11-social-studies-economics-and-financial-literacy-personal-finance-taxes-credit,Social Studies,11,4,0,0,0,0,false,,,"Personal Finance (taxes, credit): Launch Lesson"
4522,12-social-studies-economics-and-financial-literacy-macro-micro-openstax-where-applicable,Social Studies,12,4,0,0,0,0,false,,,Macro/Micro (OpenStax where applicable): Launch Lesson
4525,2-social-studies-economics-and-financial-literacy-needs-vs-wants,Social Studies,2,4,0,0,0,0,false,,,Needs vs Wants: Launch Lesson
4541,1-social-studies-us-history-national-symbols,Social Studies,1,4,0,0,0,0,false,,,National Symbols: Launch Lesson
4542,1-social-studies-us-history-personal-family-history,Social Studies,1,4,0,0,0,0,false,,,Personal/Family History: Launch Lesson
4543,10-social-studies-us-history-thematic-ap-style-depth-pd-docs,Social Studies,10,4,0,0,0,0,false,,,Thematic/AP-style depth (PD docs): Launch Lesson
4590,12-social-studies-economics-and-financial-literacy-personal-finance-taxes-credit,Social Studies,12,4,0,0,0,0,false,,,"Personal Finance (taxes, credit): Grade 12 Launch Lesson"
4591,2-social-studies-economics-and-financial-literacy-choices-and-trade,Social Studies,2,4,0,0,0,0,false,,,Choices & Trade: Grade 2 Launch Lesson
4605,9-social-studies-economics-and-financial-literacy-macro-micro-openstax-where-applicable,Social Studies,9,4,0,0,0,0,false,,,Macro/Micro (OpenStax where applicable): Grade 9 Launch Lesson
4606,9-social-studies-economics-and-financial-literacy-personal-finance-taxes-credit,Social Studies,9,4,0,0,0,0,false,,,"Personal Finance (taxes, credit): Grade 9 Launch Lesson"
4607,k-social-studies-economics-and-financial-literacy-needs-vs-wants,Social Studies,K,4,0,0,0,0,false,,,Needs vs Wants: Grade K Launch Lesson
4611,11-social-studies-us-history-thematic-ap-style-depth-pd-docs,Social Studies,11,4,0,0,0,0,false,,,Thematic/AP-style depth (PD docs): Grade 11 Launch Lesson
4612,12-social-studies-us-history-thematic-ap-style-depth-pd-docs,Social Studies,12,4,0,0,0,0,false,,,Thematic/AP-style depth (PD docs): Grade 12 Launch Lesson
4613,2-social-studies-us-history-national-symbols,Social Studies,2,4,0,0,0,0,false,,,National Symbols: Grade 2 Launch Lesson
4614,2-social-studies-us-history-personal-family-history,Social Studies,2,4,0,0,0,0,false,,,Personal/Family History: Grade 2 Launch Lesson
4626,9-social-studies-us-history-thematic-ap-style-depth-pd-docs,Social Studies,9,4,0,0,0,0,false,,,Thematic/AP-style depth (PD docs): Grade 9 Launch Lesson
4627,k-social-studies-us-history-national-symbols,Social Studies,K,4,0,0,0,0,false,,,National Symbols: Grade K Launch Lesson
4628,k-social-studies-us-history-personal-family-history,Social Studies,K,4,0,0,0,0,false,,,Personal/Family History: Grade K Launch Lesson
4629,1-social-studies-world-history-and-geography-cultures-intro,Social Studies,1,4,0,0,0,0,false,,,Cultures (intro): Grade 1 Launch Lesson
4630,1-social-studies-world-history-and-geography-maps-globes-basic,Social Studies,1,4,0,0,0,0,false,,,Maps/Globes (basic): Grade 1 Launch Lesson
4631,10-social-studies-world-history-and-geography-modern-era-globalization-human-geography,Social Studies,10,4,0,0,0,0,false,,,"Modern Era, Globalization, Human Geography: Grade 10 Launch Lesson"
4632,11-social-studies-world-history-and-geography-modern-era-globalization-human-geography,Social Studies,11,4,0,0,0,0,false,,,"Modern Era, Globalization, Human Geography: Grade 11 Launch Lesson"
4633,12-social-studies-world-history-and-geography-modern-era-globalization-human-geography,Social Studies,12,4,0,0,0,0,false,,,"Modern Era, Globalization, Human Geography: Grade 12 Launch Lesson"
4634,2-social-studies-world-history-and-geography-cultures-intro,Social Studies,2,4,0,0,0,0,false,,,Cultures (intro): Grade 2 Launch Lesson
4635,2-social-studies-world-history-and-geography-maps-globes-basic,Social Studies,2,4,0,0,0,0,false,,,Maps/Globes (basic): Grade 2 Launch Lesson
4644,k-social-studies-economics-and-financial-literacy-choices-and-trade,Social Studies,K,4,0,0,0,0,false,,,Choices & Trade: Grade K Launch Lesson
4647,9-social-studies-world-history-and-geography-modern-era-globalization-human-geography,Social Studies,9,4,0,0,0,0,false,,,"Modern Era, Globalization, Human Geography: Grade 9 Launch Lesson"
4648,6-science-earth-space-plate-tectonics,Science,6,12,0,0,0,0,false,,,"Plate Tectonics (Earth & Space Science, Grade 6): Grade 6 Launch Lesson"
4652,k-social-studies-world-history-and-geography-cultures-intro,Social Studies,K,4,0,0,0,0,false,,,Cultures (intro): Grade K Launch Lesson
4653,k-social-studies-world-history-and-geography-maps-globes-basic,Social Studies,K,4,0,0,0,0,false,,,Maps/Globes (basic): Grade K Launch Lesson
4655,11-social-studies-economics-and-financial-literacy-personal-finance-taxes-credit,Social Studies,11,4,0,0,0,0,false,,,"Personal Finance (taxes, credit): Grade 11 Launch Lesson"
4656,12-social-studies-economics-and-financial-literacy-macro-micro-openstax-where-applicable,Social Studies,12,4,0,0,0,0,false,,,Macro/Micro (OpenStax where applicable): Grade 12 Launch Lesson
4659,2-social-studies-economics-and-financial-literacy-needs-vs-wants,Social Studies,2,4,0,0,0,0,false,,,Needs vs Wants: Grade 2 Launch Lesson
4675,1-social-studies-us-history-national-symbols,Social Studies,1,4,0,0,0,0,false,,,National Symbols: Grade 1 Launch Lesson
4676,1-social-studies-us-history-personal-family-history,Social Studies,1,4,0,0,0,0,false,,,Personal/Family History: Grade 1 Launch Lesson
4677,10-social-studies-us-history-thematic-ap-style-depth-pd-docs,Social Studies,10,4,0,0,0,0,false,,,Thematic/AP-style depth (PD docs): Grade 10 Launch Lesson
4901,6-study-skills-executive-functioning-plan-your-week-in-10-minutes,Study Skills,6,12,0,0,0,0,false,,,Plan Your Week in 10 Minutes
5919,3-mathematics-problem-solving-multi-step-word-problems,Mathematics,3,54,0,0,0,0,false,,,Multi-Step Word Problems
5920,4-mathematics-problem-solving-multi-step-word-problems,Mathematics,4,54,0,0,0,0,false,,,Multi-Step Word Problems
5921,5-mathematics-problem-solving-multi-step-word-problems,Mathematics,5,54,0,0,0,0,false,,,Multi-Step Word Problems
5960,3-english-language-arts-reading-informational-text-structure-and-transitions,English Language Arts,3,54,0,0,0,0,false,,,Text Structure and Transitions
5961,4-english-language-arts-reading-informational-text-structure-and-transitions,English Language Arts,4,54,0,0,0,0,false,,,Text Structure and Transitions
5962,5-english-language-arts-reading-informational-text-structure-and-transitions,English Language Arts,5,54,0,0,0,0,false,,,Text Structure and Transitions
6037,3-science-engineering-practices-planning-fair-tests,Science,3,52,0,0,0,0,false,,,Planning Fair Tests
6038,4-science-engineering-practices-planning-fair-tests,Science,4,52,0,0,0,0,false,,,Planning Fair Tests
6039,5-science-engineering-practices-planning-fair-tests,Science,5,52,0,0,0,0,false,,,Planning Fair Tests
6190,3-electives-arts-and-music-creative-composition-studio,Electives,3,144,0,0,0,0,false,,,Creative Composition Studio
6191,4-electives-arts-and-music-creative-composition-studio,Electives,4,144,0,0,0,0,false,,,Creative Composition Studio
6192,5-electives-arts-and-music-creative-composition-studio,Electives,5,144,0,0,0,0,false,,,Creative Composition Studio
6193,6-electives-arts-and-music-creative-composition-studio,Electives,6,144,0,0,0,0,false,,,Creative Composition Studio
6194,7-electives-arts-and-music-creative-composition-studio,Electives,7,144,0,0,0,0,false,,,Creative Composition Studio
6195,8-electives-arts-and-music-creative-composition-studio,Electives,8,144,0,0,0,0,false,,,Creative Composition Studio
6241,3-mathematics-depth-and-application-estimation-strategies,Mathematics,3,144,0,0,0,0,false,,,Estimation Strategies
6242,3-mathematics-depth-and-application-error-analysis-and-revision,Mathematics,3,144,0,0,0,0,false,,,Error Analysis and Revision
6243,3-mathematics-depth-and-application-mathematical-modeling,Mathematics,3,144,0,0,0,0,false,,,Mathematical Modeling
6244,3-mathematics-depth-and-application-patterns-and-rules,Mathematics,3,144,0,0,0,0,false,,,Patterns and Rules
6245,3-mathematics-depth-and-application-performance-task-plan-a-field-trip,Mathematics,3,144,0,0,0,0,false,,,Performance Task: Plan a Field Trip
6246,4-mathematics-depth-and-application-estimation-strategies,Mathematics,4,144,0,0,0,0,false,,,Estimation Strategies
6247,4-mathematics-depth-and-application-error-analysis-and-revision,Mathematics,4,144,0,0,0,0,false,,,Error Analysis and Revision
6248,4-mathematics-depth-and-application-mathematical-modeling,Mathematics,4,144,0,0,0,0,false,,,Mathematical Modeling
6249,4-mathematics-depth-and-application-patterns-and-rules,Mathematics,4,144,0,0,0,0,false,,,Patterns and Rules
6250,4-mathematics-depth-and-application-performance-task-plan-a-field-trip,Mathematics,4,144,0,0,0,0,false,,,Performance Task: Plan a Field Trip
6251,5-mathematics-depth-and-application-estimation-strategies,Mathematics,5,144,0,0,0,0,false,,,Estimation Strategies
6252,5-mathematics-depth-and-application-error-analysis-and-revision,Mathematics,5,144,0,0,0,0,false,,,Error Analysis and Revision
6253,5-mathematics-depth-and-application-mathematical-modeling,Mathematics,5,144,0,0,0,0,false,,,Mathematical Modeling
6254,5-mathematics-depth-and-application-patterns-and-rules,Mathematics,5,144,0,0,0,0,false,,,Patterns and Rules
6255,5-mathematics-depth-and-application-performance-task-plan-a-field-trip,Mathematics,5,144,0,0,0,0,false,,,Performance Task: Plan a Field Trip
6256,6-mathematics-depth-and-application-estimation-strategies,Mathematics,6,144,0,0,0,0,false,,,Estimation Strategies
6257,6-mathematics-depth-and-application-error-analysis-and-revision,Mathematics,6,144,0,0,0,0,false,,,Error Analysis and Revision
6258,6-mathematics-depth-and-application-mathematical-modeling,Mathematics,6,144,0,0,0,0,false,,,Mathematical Modeling
6259,6-mathematics-depth-and-application-patterns-and-rules,Mathematics,6,144,0,0,0,0,false,,,Patterns and Rules
6260,6-mathematics-depth-and-application-performance-task-plan-a-field-trip,Mathematics,6,144,0,0,0,0,false,,,Performance Task: Plan a Field Trip
6261,7-mathematics-depth-and-application-estimation-strategies,Mathematics,7,144,0,0,0,0,false,,,Estimation Strategies
6262,7-mathematics-depth-and-application-error-analysis-and-revision,Mathematics,7,144,0,0,0,0,false,,,Error Analysis and Revision
6263,7-mathematics-depth-and-application-mathematical-modeling,Mathematics,7,144,0,0,0,0,false,,,Mathematical Modeling
6264,7-mathematics-depth-and-application-patterns-and-rules,Mathematics,7,144,0,0,0,0,false,,,Patterns and Rules
6265,7-mathematics-depth-and-application-performance-task-plan-a-field-trip,Mathematics,7,144,0,0,0,0,false,,,Performance Task: Plan a Field Trip
6266,8-mathematics-depth-and-application-estimation-strategies,Mathematics,8,144,0,0,0,0,false,,,Estimation Strategies
6267,8-mathematics-depth-and-application-error-analysis-and-revision,Mathematics,8,144,0,0,0,0,false,,,Error Analysis and Revision
6268,8-mathematics-depth-and-application-mathematical-modeling,Mathematics,8,144,0,0,0,0,false,,,Mathematical Modeling
6269,8-mathematics-depth-and-application-patterns-and-rules,Mathematics,8,144,0,0,0,0,false,,,Patterns and Rules
6270,8-mathematics-depth-and-application-performance-task-plan-a-field-trip,Mathematics,8,144,0,0,0,0,false,,,Performance Task: Plan a Field Trip
6283,3-electives-computer-science-computational-thinking-lab,Electives,3,144,0,0,0,0,false,,,Computational Thinking Lab
6284,4-electives-computer-science-computational-thinking-lab,Electives,4,144,0,0,0,0,false,,,Computational Thinking Lab
6285,5-electives-computer-science-computational-thinking-lab,Electives,5,144,0,0,0,0,false,,,Computational Thinking Lab
6286,6-electives-computer-science-computational-thinking-lab,Electives,6,144,0,0,0,0,false,,,Computational Thinking Lab
6287,7-electives-computer-science-computational-thinking-lab,Electives,7,144,0,0,0,0,false,,,Computational Thinking Lab
6288,8-electives-computer-science-computational-thinking-lab,Electives,8,144,0,0,0,0,false,,,Computational Thinking Lab
6318,3-english-language-arts-reading-writing-and-communication-comparing-two-texts,English Language Arts,3,144,0,0,0,0,false,,,Comparing Two Texts
6319,3-english-language-arts-reading-writing-and-communication-author-purpose-and-point-of-view,English Language Arts,3,144,0,0,0,0,false,,,Author Purpose and Point of View
6320,3-english-language-arts-reading-writing-and-communication-evidence-paragraphs,English Language Arts,3,144,0,0,0,0,false,,,Evidence Paragraphs
6321,3-english-language-arts-reading-writing-and-communication-vocabulary-in-context,English Language Arts,3,144,0,0,0,0,false,,,Vocabulary in Context
6322,3-english-language-arts-reading-writing-and-communication-discussion-and-collaborative-conversation,English Language Arts,3,144,0,0,0,0,false,,,Discussion and Collaborative Conversation
6323,3-english-language-arts-reading-writing-and-communication-research-notes-and-source-cards,English Language Arts,3,144,0,0,0,0,false,,,Research Notes and Source Cards
6324,3-english-language-arts-reading-writing-and-communication-revision-for-clarity,English Language Arts,3,144,0,0,0,0,false,,,Revision for Clarity
6325,4-english-language-arts-reading-writing-and-communication-comparing-two-texts,English Language Arts,4,144,0,0,0,0,false,,,Comparing Two Texts
6326,4-english-language-arts-reading-writing-and-communication-author-purpose-and-point-of-view,English Language Arts,4,144,0,0,0,0,false,,,Author Purpose and Point of View
6327,4-english-language-arts-reading-writing-and-communication-evidence-paragraphs,English Language Arts,4,144,0,0,0,0,false,,,Evidence Paragraphs
6328,4-english-language-arts-reading-writing-and-communication-vocabulary-in-context,English Language Arts,4,144,0,0,0,0,false,,,Vocabulary in Context
6329,4-english-language-arts-reading-writing-and-communication-discussion-and-collaborative-conversation,English Language Arts,4,144,0,0,0,0,false,,,Discussion and Collaborative Conversation
6330,4-english-language-arts-reading-writing-and-communication-research-notes-and-source-cards,English Language Arts,4,144,0,0,0,0,false,,,Research Notes and Source Cards
6331,4-english-language-arts-reading-writing-and-communication-revision-for-clarity,English Language Arts,4,144,0,0,0,0,false,,,Revision for Clarity
6332,5-english-language-arts-reading-writing-and-communication-comparing-two-texts,English Language Arts,5,144,0,0,0,0,false,,,Comparing Two Texts
6333,5-english-language-arts-reading-writing-and-communication-author-purpose-and-point-of-view,English Language Arts,5,144,0,0,0,0,false,,,Author Purpose and Point of View
6334,5-english-language-arts-reading-writing-and-communication-evidence-paragraphs,English Language Arts,5,144,0,0,0,0,false,,,Evidence Paragraphs
6335,5-english-language-arts-reading-writing-and-communication-vocabulary-in-context,English Language Arts,5,144,0,0,0,0,false,,,Vocabulary in Context
6336,5-english-language-arts-reading-writing-and-communication-discussion-and-collaborative-conversation,English Language Arts,5,144,0,0,0,0,false,,,Discussion and Collaborative Conversation
6337,5-english-language-arts-reading-writing-and-communication-research-notes-and-source-cards,English Language Arts,5,144,0,0,0,0,false,,,Research Notes and Source Cards
6338,5-english-language-arts-reading-writing-and-communication-revision-for-clarity,English Language Arts,5,144,0,0,0,0,false,,,Revision for Clarity
6339,6-english-language-arts-reading-writing-and-communication-comparing-two-texts,English Language Arts,6,144,0,0,0,0,false,,,Comparing Two Texts
6340,6-english-language-arts-reading-writing-and-communication-author-purpose-and-point-of-view,English Language Arts,6,144,0,0,0,0,false,,,Author Purpose and Point of View
6341,6-english-language-arts-reading-writing-and-communication-evidence-paragraphs,English Language Arts,6,144,0,0,0,0,false,,,Evidence Paragraphs
6342,6-english-language-arts-reading-writing-and-communication-vocabulary-in-context,English Language Arts,6,144,0,0,0,0,false,,,Vocabulary in Context
6343,6-english-language-arts-reading-writing-and-communication-discussion-and-collaborative-conversation,English Language Arts,6,144,0,0,0,0,false,,,Discussion and Collaborative Conversation
6344,6-english-language-arts-reading-writing-and-communication-research-notes-and-source-cards,English Language Arts,6,144,0,0,0,0,false,,,Research Notes and Source Cards
6345,6-english-language-arts-reading-writing-and-communication-revision-for-clarity,English Language Arts,6,144,0,0,0,0,false,,,Revision for Clarity
6346,7-english-language-arts-reading-writing-and-communication-comparing-two-texts,English Language Arts,7,144,0,0,0,0,false,,,Comparing Two Texts
6347,7-english-language-arts-reading-writing-and-communication-author-purpose-and-point-of-view,English Language Arts,7,144,0,0,0,0,false,,,Author Purpose and Point of View
6348,7-english-language-arts-reading-writing-and-communication-evidence-paragraphs,English Language Arts,7,144,0,0,0,0,false,,,Evidence Paragraphs
6349,7-english-language-arts-reading-writing-and-communication-vocabulary-in-context,English Language Arts,7,144,0,0,0,0,false,,,Vocabulary in Context
6350,7-english-language-arts-reading-writing-and-communication-discussion-and-collaborative-conversation,English Language Arts,7,144,0,0,0,0,false,,,Discussion and Collaborative Conversation
6351,7-english-language-arts-reading-writing-and-communication-research-notes-and-source-cards,English Language Arts,7,144,0,0,0,0,false,,,Research Notes and Source Cards
6352,7-english-language-arts-reading-writing-and-communication-revision-for-clarity,English Language Arts,7,144,0,0,0,0,false,,,Revision for Clarity
6353,8-english-language-arts-reading-writing-and-communication-comparing-two-texts,English Language Arts,8,144,0,0,0,0,false,,,Comparing Two Texts
6354,8-english-language-arts-reading-writing-and-communication-author-purpose-and-point-of-view,English Language Arts,8,144,0,0,0,0,false,,,Author Purpose and Point of View
6355,8-english-language-arts-reading-writing-and-communication-evidence-paragraphs,English Language Arts,8,144,0,0,0,0,false,,,Evidence Paragraphs
6356,8-english-language-arts-reading-writing-and-communication-vocabulary-in-context,English Language Arts,8,144,0,0,0,0,false,,,Vocabulary in Context
6357,8-english-language-arts-reading-writing-and-communication-discussion-and-collaborative-conversation,English Language Arts,8,144,0,0,0,0,false,,,Discussion and Collaborative Conversation
6358,8-english-language-arts-reading-writing-and-communication-research-notes-and-source-cards,English Language Arts,8,144,0,0,0,0,false,,,Research Notes and Source Cards
6359,8-english-language-arts-reading-writing-and-communication-revision-for-clarity,English Language Arts,8,144,0,0,0,0,false,,,Revision for Clarity
6366,3-electives-financial-literacy-money-decisions-in-real-life,Electives,3,144,0,0,0,0,false,,,Money Decisions in Real Life
6367,4-electives-financial-literacy-money-decisions-in-real-life,Electives,4,144,0,0,0,0,false,,,Money Decisions in Real Life
6368,5-electives-financial-literacy-money-decisions-in-real-life,Electives,5,144,0,0,0,0,false,,,Money Decisions in Real Life
6369,6-electives-financial-literacy-money-decisions-in-real-life,Electives,6,144,0,0,0,0,false,,,Money Decisions in Real Life
6370,7-electives-financial-literacy-money-decisions-in-real-life,Electives,7,144,0,0,0,0,false,,,Money Decisions in Real Life
6371,8-electives-financial-literacy-money-decisions-in-real-life,Electives,8,144,0,0,0,0,false,,,Money Decisions in Real Life
6381,3-electives-health-and-pe-personal-wellness-plan,Electives,3,144,0,0,0,0,false,,,Personal Wellness Plan
6382,4-electives-health-and-pe-personal-wellness-plan,Electives,4,144,0,0,0,0,false,,,Personal Wellness Plan
6383,5-electives-health-and-pe-personal-wellness-plan,Electives,5,144,0,0,0,0,false,,,Personal Wellness Plan
6384,6-electives-health-and-pe-personal-wellness-plan,Electives,6,144,0,0,0,0,false,,,Personal Wellness Plan
6385,7-electives-health-and-pe-personal-wellness-plan,Electives,7,144,0,0,0,0,false,,,Personal Wellness Plan
6386,8-electives-health-and-pe-personal-wellness-plan,Electives,8,144,0,0,0,0,false,,,Personal Wellness Plan
6449,3-science-science-and-engineering-practices-data-tables-and-graphs,Science,3,144,0,0,0,0,false,,,Data Tables and Graphs
6450,3-science-science-and-engineering-practices-variables-and-fair-tests,Science,3,144,0,0,0,0,false,,,Variables and Fair Tests
6451,3-science-science-and-engineering-practices-systems-and-interactions,Science,3,144,0,0,0,0,false,,,Systems and Interactions
6452,3-science-science-and-engineering-practices-model-revision,Science,3,144,0,0,0,0,false,,,Model Revision
6453,4-science-science-and-engineering-practices-data-tables-and-graphs,Science,4,144,0,0,0,0,false,,,Data Tables and Graphs
6454,4-science-science-and-engineering-practices-variables-and-fair-tests,Science,4,144,0,0,0,0,false,,,Variables and Fair Tests
6455,4-science-science-and-engineering-practices-systems-and-interactions,Science,4,144,0,0,0,0,false,,,Systems and Interactions
6456,4-science-science-and-engineering-practices-model-revision,Science,4,144,0,0,0,0,false,,,Model Revision
6457,5-science-science-and-engineering-practices-data-tables-and-graphs,Science,5,144,0,0,0,0,false,,,Data Tables and Graphs
6458,5-science-science-and-engineering-practices-variables-and-fair-tests,Science,5,144,0,0,0,0,false,,,Variables and Fair Tests
6459,5-science-science-and-engineering-practices-systems-and-interactions,Science,5,144,0,0,0,0,false,,,Systems and Interactions
6460,5-science-science-and-engineering-practices-model-revision,Science,5,144,0,0,0,0,false,,,Model Revision
6461,6-science-science-and-engineering-practices-data-tables-and-graphs,Science,6,144,0,0,0,0,false,,,Data Tables and Graphs
6462,6-science-science-and-engineering-practices-variables-and-fair-tests,Science,6,144,0,0,0,0,false,,,Variables and Fair Tests
6463,6-science-science-and-engineering-practices-systems-and-interactions,Science,6,144,0,0,0,0,false,,,Systems and Interactions
6464,6-science-science-and-engineering-practices-model-revision,Science,6,144,0,0,0,0,false,,,Model Revision
6465,7-science-science-and-engineering-practices-data-tables-and-graphs,Science,7,144,0,0,0,0,false,,,Data Tables and Graphs
6466,7-science-science-and-engineering-practices-variables-and-fair-tests,Science,7,144,0,0,0,0,false,,,Variables and Fair Tests
6467,7-science-science-and-engineering-practices-systems-and-interactions,Science,7,144,0,0,0,0,false,,,Systems and Interactions
6468,7-science-science-and-engineering-practices-model-revision,Science,7,144,0,0,0,0,false,,,Model Revision
6469,8-science-science-and-engineering-practices-data-tables-and-graphs,Science,8,144,0,0,0,0,false,,,Data Tables and Graphs
6470,8-science-science-and-engineering-practices-variables-and-fair-tests,Science,8,144,0,0,0,0,false,,,Variables and Fair Tests
6471,8-science-science-and-engineering-practices-systems-and-interactions,Science,8,144,0,0,0,0,false,,,Systems and Interactions
6472,8-science-science-and-engineering-practices-model-revision,Science,8,144,0,0,0,0,false,,,Model Revision
6520,3-social-studies-inquiry-and-civic-reasoning-map-skills-and-spatial-reasoning,Social Studies,3,144,0,0,0,0,false,,,Map Skills and Spatial Reasoning
6521,3-social-studies-inquiry-and-civic-reasoning-primary-and-secondary-sources,Social Studies,3,144,0,0,0,0,false,,,Primary and Secondary Sources
6522,3-social-studies-inquiry-and-civic-reasoning-cause-and-effect-in-history,Social Studies,3,144,0,0,0,0,false,,,Cause and Effect in History
6523,3-social-studies-inquiry-and-civic-reasoning-community-and-civic-problem-solving,Social Studies,3,144,0,0,0,0,false,,,Community and Civic Problem Solving
6524,3-social-studies-inquiry-and-civic-reasoning-economic-choices-and-tradeoffs,Social Studies,3,144,0,0,0,0,false,,,Economic Choices and Tradeoffs
6525,3-social-studies-inquiry-and-civic-reasoning-culture-and-perspective,Social Studies,3,144,0,0,0,0,false,,,Culture and Perspective
6526,4-social-studies-inquiry-and-civic-reasoning-map-skills-and-spatial-reasoning,Social Studies,4,144,0,0,0,0,false,,,Map Skills and Spatial Reasoning
6527,4-social-studies-inquiry-and-civic-reasoning-primary-and-secondary-sources,Social Studies,4,144,0,0,0,0,false,,,Primary and Secondary Sources
6528,4-social-studies-inquiry-and-civic-reasoning-cause-and-effect-in-history,Social Studies,4,144,0,0,0,0,false,,,Cause and Effect in History
6529,4-social-studies-inquiry-and-civic-reasoning-community-and-civic-problem-solving,Social Studies,4,144,0,0,0,0,false,,,Community and Civic Problem Solving
6530,4-social-studies-inquiry-and-civic-reasoning-economic-choices-and-tradeoffs,Social Studies,4,144,0,0,0,0,false,,,Economic Choices and Tradeoffs
6531,4-social-studies-inquiry-and-civic-reasoning-culture-and-perspective,Social Studies,4,144,0,0,0,0,false,,,Culture and Perspective
6532,5-social-studies-inquiry-and-civic-reasoning-map-skills-and-spatial-reasoning,Social Studies,5,144,0,0,0,0,false,,,Map Skills and Spatial Reasoning
6533,5-social-studies-inquiry-and-civic-reasoning-primary-and-secondary-sources,Social Studies,5,144,0,0,0,0,false,,,Primary and Secondary Sources
6534,5-social-studies-inquiry-and-civic-reasoning-cause-and-effect-in-history,Social Studies,5,144,0,0,0,0,false,,,Cause and Effect in History
6535,5-social-studies-inquiry-and-civic-reasoning-community-and-civic-problem-solving,Social Studies,5,144,0,0,0,0,false,,,Community and Civic Problem Solving
6536,5-social-studies-inquiry-and-civic-reasoning-economic-choices-and-tradeoffs,Social Studies,5,144,0,0,0,0,false,,,Economic Choices and Tradeoffs
6537,5-social-studies-inquiry-and-civic-reasoning-culture-and-perspective,Social Studies,5,144,0,0,0,0,false,,,Culture and Perspective
6538,6-social-studies-inquiry-and-civic-reasoning-map-skills-and-spatial-reasoning,Social Studies,6,144,0,0,0,0,false,,,Map Skills and Spatial Reasoning
6539,6-social-studies-inquiry-and-civic-reasoning-primary-and-secondary-sources,Social Studies,6,144,0,0,0,0,false,,,Primary and Secondary Sources
6540,6-social-studies-inquiry-and-civic-reasoning-cause-and-effect-in-history,Social Studies,6,144,0,0,0,0,false,,,Cause and Effect in History
6541,6-social-studies-inquiry-and-civic-reasoning-community-and-civic-problem-solving,Social Studies,6,144,0,0,0,0,false,,,Community and Civic Problem Solving
6542,6-social-studies-inquiry-and-civic-reasoning-economic-choices-and-tradeoffs,Social Studies,6,144,0,0,0,0,false,,,Economic Choices and Tradeoffs
6543,6-social-studies-inquiry-and-civic-reasoning-culture-and-perspective,Social Studies,6,144,0,0,0,0,false,,,Culture and Perspective
6544,7-social-studies-inquiry-and-civic-reasoning-map-skills-and-spatial-reasoning,Social Studies,7,144,0,0,0,0,false,,,Map Skills and Spatial Reasoning
6545,7-social-studies-inquiry-and-civic-reasoning-primary-and-secondary-sources,Social Studies,7,144,0,0,0,0,false,,,Primary and Secondary Sources
6546,7-social-studies-inquiry-and-civic-reasoning-cause-and-effect-in-history,Social Studies,7,144,0,0,0,0,false,,,Cause and Effect in History
6547,7-social-studies-inquiry-and-civic-reasoning-community-and-civic-problem-solving,Social Studies,7,144,0,0,0,0,false,,,Community and Civic Problem Solving
6548,7-social-studies-inquiry-and-civic-reasoning-economic-choices-and-tradeoffs,Social Studies,7,144,0,0,0,0,false,,,Economic Choices and Tradeoffs
6549,7-social-studies-inquiry-and-civic-reasoning-culture-and-perspective,Social Studies,7,144,0,0,0,0,false,,,Culture and Perspective
6550,8-social-studies-inquiry-and-civic-reasoning-map-skills-and-spatial-reasoning,Social Studies,8,144,0,0,0,0,false,,,Map Skills and Spatial Reasoning
6551,8-social-studies-inquiry-and-civic-reasoning-primary-and-secondary-sources,Social Studies,8,144,0,0,0,0,false,,,Primary and Secondary Sources
6552,8-social-studies-inquiry-and-civic-reasoning-cause-and-effect-in-history,Social Studies,8,144,0,0,0,0,false,,,Cause and Effect in History
6553,8-social-studies-inquiry-and-civic-reasoning-community-and-civic-problem-solving,Social Studies,8,144,0,0,0,0,false,,,Community and Civic Problem Solving
6554,8-social-studies-inquiry-and-civic-reasoning-economic-choices-and-tradeoffs,Social Studies,8,144,0,0,0,0,false,,,Economic Choices and Tradeoffs
6555,8-social-studies-inquiry-and-civic-reasoning-culture-and-perspective,Social Studies,8,144,0,0,0,0,false,,,Culture and Perspective
6556,3-electives-study-skills-goal-setting-and-reflection,Electives,3,144,0,0,0,0,false,,,Goal Setting and Reflection
6557,4-electives-study-skills-goal-setting-and-reflection,Electives,4,144,0,0,0,0,false,,,Goal Setting and Reflection
6558,5-electives-study-skills-goal-setting-and-reflection,Electives,5,144,0,0,0,0,false,,,Goal Setting and Reflection
6559,6-electives-study-skills-goal-setting-and-reflection,Electives,6,144,0,0,0,0,false,,,Goal Setting and Reflection
6560,7-electives-study-skills-goal-setting-and-reflection,Electives,7,144,0,0,0,0,false,,,Goal Setting and Reflection
6561,8-electives-study-skills-goal-setting-and-reflection,Electives,8,144,0,0,0,0,false,,,Goal Setting and Reflection
